ID_PRODUTO,DATA_EVENTO,CATEGORIA,PRECO,FLAG_PROMOCAO,VENDAS_UNIDADES,DEMANDA_UNIDADES,VENDAS_PERDIDAS,ESTOQUE_INICIO_DIA,ESTOQUE_FIM_DIA,PEDIDO_REPOSICAO,LEAD_TIME_DIAS,ESTOQUE_SEGURANCA,PONTO_REPOSICAO,DIA_SEMANA,MES
1000,2023-01-02,Eletronicos,154.62,1,25,25,0,115,90,0,6,23,46,0,1
1001,2023-01-02,Infantil,75.59,0,8,8,0,111,103,0,6,25,53,0,1
1002,2023-01-02,Eletronicos,57.33,0,8,8,0,128,120,0,7,26,51,0,1
1003,2023-01-02,Infantil,60.86,1,22,22,0,84,62,0,7,11,57,0,1
1004,2023-01-02,Eletronicos,19.9,0,5,5,0,87,82,0,7,19,58,0,1
1005,2023-01-02,Esporte,32.78,0,13,13,0,95,82,0,5,13,54,0,1
1006,2023-01-02,Infantil,182.12,0,4,4,0,114,110,0,4,11,47,0,1
1007,2023-01-02,Eletronicos,22.07,0,13,13,0,116,103,0,5,24,59,0,1
1008,2023-01-02,Esporte,167.51,0,12,12,0,113,101,0,6,19,55,0,1
1009,2023-01-02,Casa,63.98,0,16,16,0,103,87,0,6,14,55,0,1
1010,2023-01-02,Casa,191.73,0,6,6,0,141,135,0,6,21,46,0,1
1011,2023-01-02,Beleza,50.1,0,14,14,0,84,70,0,5,19,57,0,1
1012,2023-01-02,Eletronicos,21.85,1,14,14,0,115,101,0,5,26,42,0,1
1013,2023-01-02,Eletronicos,80.09,0,4,4,0,117,113,0,7,27,35,0,1
1014,2023-01-02,Beleza,143.88,0,14,14,0,108,94,0,5,12,49,0,1
1015,2023-01-02,Esporte,28.11,0,5,5,0,133,128,0,3,13,43,0,1
1016,2023-01-02,Esporte,29.54,1,20,20,0,95,75,0,2,28,48,0,1
1017,2023-01-02,Eletronicos,24.1,0,9,9,0,137,128,0,3,16,52,0,1
1018,2023-01-02,Casa,43.19,0,8,8,0,98,90,0,7,17,58,0,1
1019,2023-01-02,Esporte,96.85,0,8,8,0,117,109,0,3,25,55,0,1
1020,2023-01-02,Eletronicos,130.99,1,24,24,0,111,87,0,4,24,40,0,1
1021,2023-01-02,Casa,23.92,0,9,9,0,133,124,0,2,25,47,0,1
1022,2023-01-02,Eletronicos,86.39,0,4,4,0,111,107,0,5,23,37,0,1
1023,2023-01-02,Beleza,142.68,0,13,13,0,97,84,0,5,13,52,0,1
1024,2023-01-02,Infantil,75.72,0,4,4,0,85,81,0,5,19,44,0,1
1000,2023-01-03,Eletronicos,154.62,0,13,13,0,90,77,0,6,23,46,1,1
1001,2023-01-03,Infantil,71.12,0,8,8,0,103,95,0,6,25,53,1,1
1002,2023-01-03,Eletronicos,56.13,0,10,10,0,120,110,0,7,26,51,1,1
1003,2023-01-03,Infantil,61.85,0,12,12,0,62,50,120,7,11,57,1,1
1004,2023-01-03,Eletronicos,21.13,0,8,8,0,82,74,0,7,19,58,1,1
1005,2023-01-03,Esporte,34.1,0,18,18,0,82,64,0,5,13,54,1,1
1006,2023-01-03,Infantil,189.5,0,5,5,0,110,105,0,4,11,47,1,1
1007,2023-01-03,Eletronicos,23.14,0,18,18,0,103,85,0,5,24,59,1,1
1008,2023-01-03,Esporte,167.09,0,8,8,0,101,93,0,6,19,55,1,1
1009,2023-01-03,Casa,68.64,1,31,31,0,87,56,0,6,14,55,1,1
1010,2023-01-03,Casa,186.28,0,6,6,0,135,129,0,6,21,46,1,1
1011,2023-01-03,Beleza,47.24,0,18,18,0,70,52,104,5,19,57,1,1
1012,2023-01-03,Eletronicos,22.36,0,9,9,0,101,92,0,5,26,42,1,1
1013,2023-01-03,Eletronicos,80.82,0,4,4,0,113,109,0,7,27,35,1,1
1014,2023-01-03,Beleza,143.2,0,14,14,0,94,80,0,5,12,49,1,1
1015,2023-01-03,Esporte,25.91,0,6,6,0,128,122,0,3,13,43,1,1
1016,2023-01-03,Esporte,30.56,0,9,9,0,75,66,0,2,28,48,1,1
1017,2023-01-03,Eletronicos,22.28,1,9,9,0,128,119,0,3,16,52,1,1
1018,2023-01-03,Casa,46.16,0,8,8,0,90,82,0,7,17,58,1,1
1019,2023-01-03,Esporte,98.47,0,9,9,0,109,100,0,3,25,55,1,1
1020,2023-01-03,Eletronicos,130.03,0,13,13,0,87,74,0,4,24,40,1,1
1021,2023-01-03,Casa,22.99,0,10,10,0,124,114,0,2,25,47,1,1
1022,2023-01-03,Eletronicos,86.7,0,3,3,0,107,104,0,5,23,37,1,1
1023,2023-01-03,Beleza,142.58,0,11,11,0,84,73,0,5,13,52,1,1
1024,2023-01-03,Infantil,70.73,0,5,5,0,81,76,0,5,19,44,1,1
1000,2023-01-04,Eletronicos,153.86,0,16,16,0,77,61,0,6,23,46,2,1
1001,2023-01-04,Infantil,76.98,1,11,11,0,95,84,0,6,25,53,2,1
1002,2023-01-04,Eletronicos,58.48,1,20,20,0,110,90,0,7,26,51,2,1
1003,2023-01-04,Infantil,61.11,1,22,22,0,50,28,0,7,11,57,2,1
1004,2023-01-04,Eletronicos,19.36,0,5,5,0,74,69,0,7,19,58,2,1
1005,2023-01-04,Esporte,32.16,0,16,16,0,64,48,111,5,13,54,2,1
1006,2023-01-04,Infantil,188.59,1,5,5,0,105,100,0,4,11,47,2,1
1007,2023-01-04,Eletronicos,23.13,0,17,17,0,85,68,0,5,24,59,2,1
1008,2023-01-04,Esporte,176.86,0,7,7,0,93,86,0,6,19,55,2,1
1009,2023-01-04,Casa,66.59,1,25,25,0,56,31,70,6,14,55,2,1
1010,2023-01-04,Casa,185.18,0,6,6,0,129,123,0,6,21,46,2,1
1011,2023-01-04,Beleza,49.25,0,14,14,0,52,38,0,5,19,57,2,1
1012,2023-01-04,Eletronicos,22.28,1,15,15,0,92,77,0,5,26,42,2,1
1013,2023-01-04,Eletronicos,82.75,0,3,3,0,109,106,0,7,27,35,2,1
1014,2023-01-04,Beleza,135.56,0,12,12,0,80,68,0,5,12,49,2,1
1015,2023-01-04,Esporte,28.45,0,5,5,0,122,117,0,3,13,43,2,1
1016,2023-01-04,Esporte,31.18,0,13,13,0,66,53,0,2,28,48,2,1
1017,2023-01-04,Eletronicos,23.6,0,8,8,0,119,111,0,3,16,52,2,1
1018,2023-01-04,Casa,43.41,0,7,7,0,82,75,0,7,17,58,2,1
1019,2023-01-04,Esporte,99.11,0,10,10,0,100,90,0,3,25,55,2,1
1020,2023-01-04,Eletronicos,123.78,1,18,18,0,74,56,0,4,24,40,2,1
1021,2023-01-04,Casa,23.94,0,7,7,0,114,107,0,2,25,47,2,1
1022,2023-01-04,Eletronicos,88.1,1,6,6,0,104,98,0,5,23,37,2,1
1023,2023-01-04,Beleza,138.53,0,13,13,0,73,60,0,5,13,52,2,1
1024,2023-01-04,Infantil,72.11,0,5,5,0,76,71,0,5,19,44,2,1
1000,2023-01-05,Eletronicos,159.9,0,11,11,0,61,50,0,6,23,46,3,1
1001,2023-01-05,Infantil,77.48,0,7,7,0,84,77,0,6,25,53,3,1
1002,2023-01-05,Eletronicos,59.52,0,11,11,0,90,79,0,7,26,51,3,1
1003,2023-01-05,Infantil,65.59,1,18,18,0,28,10,0,7,11,57,3,1
1004,2023-01-05,Eletronicos,20.44,0,6,6,0,69,63,0,7,19,58,3,1
1005,2023-01-05,Esporte,33.27,0,15,15,0,48,33,0,5,13,54,3,1
1006,2023-01-05,Infantil,182.36,0,4,4,0,100,96,0,4,11,47,3,1
1007,2023-01-05,Eletronicos,22.32,1,22,22,0,68,46,96,5,24,59,3,1
1008,2023-01-05,Esporte,183.28,0,7,7,0,86,79,0,6,19,55,3,1
1009,2023-01-05,Casa,67.0,0,14,14,0,31,17,0,6,14,55,3,1
1010,2023-01-05,Casa,183.29,0,6,6,0,123,117,0,6,21,46,3,1
1011,2023-01-05,Beleza,50.52,0,14,14,0,38,24,0,5,19,57,3,1
1012,2023-01-05,Eletronicos,23.65,0,12,12,0,77,65,0,5,26,42,3,1
1013,2023-01-05,Eletronicos,80.96,0,5,5,0,106,101,0,7,27,35,3,1
1014,2023-01-05,Beleza,141.14,0,14,14,0,68,54,0,5,12,49,3,1
1015,2023-01-05,Esporte,27.11,0,6,6,0,117,111,0,3,13,43,3,1
1016,2023-01-05,Esporte,30.79,0,14,14,0,53,39,127,2,28,48,3,1
1017,2023-01-05,Eletronicos,22.49,0,9,9,0,111,102,0,3,16,52,3,1
1018,2023-01-05,Casa,45.44,0,7,7,0,75,68,0,7,17,58,3,1
1019,2023-01-05,Esporte,94.21,0,10,10,0,90,80,0,3,25,55,3,1
1020,2023-01-05,Eletronicos,132.6,0,9,9,0,56,47,0,4,24,40,3,1
1021,2023-01-05,Casa,21.5,0,15,15,0,107,92,0,2,25,47,3,1
1022,2023-01-05,Eletronicos,86.83,0,5,5,0,98,93,0,5,23,37,3,1
1023,2023-01-05,Beleza,136.42,0,13,13,0,60,47,76,5,13,52,3,1
1024,2023-01-05,Infantil,72.33,0,5,5,0,71,66,0,5,19,44,3,1
1000,2023-01-06,Eletronicos,156.89,1,28,28,0,50,22,96,6,23,46,4,1
1001,2023-01-06,Infantil,78.75,0,5,5,0,77,72,0,6,25,53,4,1
1002,2023-01-06,Eletronicos,61.2,1,19,19,0,79,60,0,7,26,51,4,1
1003,2023-01-06,Infantil,61.14,1,10,19,9,10,0,0,7,11,57,4,1
1004,2023-01-06,Eletronicos,20.5,0,6,6,0,63,57,111,7,19,58,4,1
1005,2023-01-06,Esporte,32.01,0,16,16,0,33,17,0,5,13,54,4,1
1006,2023-01-06,Infantil,178.25,0,5,5,0,96,91,0,4,11,47,4,1
1007,2023-01-06,Eletronicos,23.89,0,13,13,0,46,33,0,5,24,59,4,1
1008,2023-01-06,Esporte,164.45,0,9,9,0,79,70,0,6,19,55,4,1
1009,2023-01-06,Casa,65.95,0,15,15,0,17,2,0,6,14,55,4,1
1010,2023-01-06,Casa,183.39,0,7,7,0,117,110,0,6,21,46,4,1
1011,2023-01-06,Beleza,49.93,0,16,16,0,24,8,0,5,19,57,4,1
1012,2023-01-06,Eletronicos,22.14,0,10,10,0,65,55,0,5,26,42,4,1
1013,2023-01-06,Eletronicos,80.0,0,4,4,0,101,97,0,7,27,35,4,1
1014,2023-01-06,Beleza,136.57,0,13,13,0,54,41,100,5,12,49,4,1
1015,2023-01-06,Esporte,27.08,0,6,6,0,111,105,0,3,13,43,4,1
1016,2023-01-06,Esporte,30.24,1,23,23,0,39,16,0,2,28,48,4,1
1017,2023-01-06,Eletronicos,23.18,1,11,11,0,102,91,0,3,16,52,4,1
1018,2023-01-06,Casa,44.93,0,6,6,0,68,62,0,7,17,58,4,1
1019,2023-01-06,Esporte,99.99,0,7,7,0,80,73,0,3,25,55,4,1
1020,2023-01-06,Eletronicos,129.87,0,15,15,0,47,32,114,4,24,40,4,1
1021,2023-01-06,Casa,24.48,0,10,10,0,92,82,0,2,25,47,4,1
1022,2023-01-06,Eletronicos,79.51,0,4,4,0,93,89,0,5,23,37,4,1
1023,2023-01-06,Beleza,138.52,1,28,28,0,47,19,0,5,13,52,4,1
1024,2023-01-06,Infantil,69.96,0,5,5,0,66,61,0,5,19,44,4,1
1000,2023-01-07,Eletronicos,161.24,0,12,12,0,22,10,0,6,23,46,5,1
1001,2023-01-07,Infantil,79.18,0,4,4,0,72,68,0,6,25,53,5,1
1002,2023-01-07,Eletronicos,55.92,1,13,13,0,60,47,94,7,26,51,5,1
1003,2023-01-07,Infantil,60.99,0,0,11,11,0,0,0,7,11,57,5,1
1004,2023-01-07,Eletronicos,19.26,0,5,5,0,57,52,0,7,19,58,5,1
1005,2023-01-07,Esporte,34.2,0,11,11,0,17,6,0,5,13,54,5,1
1006,2023-01-07,Infantil,190.08,0,5,5,0,91,86,0,4,11,47,5,1
1007,2023-01-07,Eletronicos,21.92,1,17,17,0,33,16,0,5,24,59,5,1
1008,2023-01-07,Esporte,174.43,0,7,7,0,70,63,0,6,19,55,5,1
1009,2023-01-07,Casa,64.71,0,2,14,12,2,0,0,6,14,55,5,1
1010,2023-01-07,Casa,183.6,0,7,7,0,110,103,0,6,21,46,5,1
1011,2023-01-07,Beleza,48.31,1,8,20,12,8,0,0,5,19,57,5,1
1012,2023-01-07,Eletronicos,21.53,1,12,12,0,55,43,0,5,26,42,5,1
1013,2023-01-07,Eletronicos,79.74,0,3,3,0,97,94,0,7,27,35,5,1
1014,2023-01-07,Beleza,131.6,0,16,16,0,41,25,0,5,12,49,5,1
1015,2023-01-07,Esporte,27.48,0,4,4,0,105,101,0,3,13,43,5,1
1016,2023-01-07,Esporte,29.93,0,10,10,0,143,133,0,2,28,48,5,1
1017,2023-01-07,Eletronicos,23.07,0,6,6,0,91,85,0,3,16,52,5,1
1018,2023-01-07,Casa,45.13,0,7,7,0,62,55,100,7,17,58,5,1
1019,2023-01-07,Esporte,99.18,1,13,13,0,73,60,0,3,25,55,5,1
1020,2023-01-07,Eletronicos,122.43,0,10,10,0,32,22,0,4,24,40,5,1
1021,2023-01-07,Casa,24.91,1,16,16,0,82,66,0,2,25,47,5,1
1022,2023-01-07,Eletronicos,82.87,1,6,6,0,89,83,0,5,23,37,5,1
1023,2023-01-07,Beleza,139.39,0,12,12,0,19,7,0,5,13,52,5,1
1024,2023-01-07,Infantil,71.82,0,4,4,0,61,57,0,5,19,44,5,1
1000,2023-01-08,Eletronicos,151.41,0,10,12,2,10,0,0,6,23,46,6,1
1001,2023-01-08,Infantil,72.08,0,6,6,0,68,62,0,6,25,53,6,1
1002,2023-01-08,Eletronicos,58.6,0,10,10,0,47,37,0,7,26,51,6,1
1003,2023-01-08,Infantil,63.2,0,0,9,9,0,0,0,7,11,57,6,1
1004,2023-01-08,Eletronicos,21.1,0,8,8,0,52,44,0,7,19,58,6,1
1005,2023-01-08,Esporte,33.75,0,6,12,6,6,0,0,5,13,54,6,1
1006,2023-01-08,Infantil,193.88,0,6,6,0,86,80,0,4,11,47,6,1
1007,2023-01-08,Eletronicos,23.0,0,12,12,0,16,4,0,5,24,59,6,1
1008,2023-01-08,Esporte,172.96,0,8,8,0,63,55,121,6,19,55,6,1
1009,2023-01-08,Casa,70.11,0,0,11,11,0,0,0,6,14,55,6,1
1010,2023-01-08,Casa,186.16,0,6,6,0,103,97,0,6,21,46,6,1
1011,2023-01-08,Beleza,46.19,1,18,18,0,104,86,0,5,19,57,6,1
1012,2023-01-08,Eletronicos,20.65,1,11,11,0,43,32,106,5,26,42,6,1
1013,2023-01-08,Eletronicos,81.2,0,4,4,0,94,90,0,7,27,35,6,1
1014,2023-01-08,Beleza,139.1,0,13,13,0,25,12,0,5,12,49,6,1
1015,2023-01-08,Esporte,27.32,0,5,5,0,101,96,0,3,13,43,6,1
1016,2023-01-08,Esporte,30.34,0,12,12,0,133,121,0,2,28,48,6,1
1017,2023-01-08,Eletronicos,23.43,0,8,8,0,85,77,0,3,16,52,6,1
1018,2023-01-08,Casa,44.44,0,5,5,0,55,50,0,7,17,58,6,1
1019,2023-01-08,Esporte,103.45,0,6,6,0,60,54,97,3,25,55,6,1
1020,2023-01-08,Eletronicos,130.27,0,7,7,0,22,15,0,4,24,40,6,1
1021,2023-01-08,Casa,22.81,0,11,11,0,66,55,0,2,25,47,6,1
1022,2023-01-08,Eletronicos,87.45,0,3,3,0,83,80,0,5,23,37,6,1
1023,2023-01-08,Beleza,139.94,0,7,11,4,7,0,0,5,13,52,6,1
1024,2023-01-08,Infantil,74.58,1,6,6,0,57,51,0,5,19,44,6,1
1000,2023-01-09,Eletronicos,156.36,0,0,15,15,0,0,0,6,23,46,0,1
1001,2023-01-09,Infantil,72.27,0,7,7,0,62,55,0,6,25,53,0,1
1002,2023-01-09,Eletronicos,61.65,0,7,7,0,37,30,0,7,26,51,0,1
1003,2023-01-09,Infantil,62.87,0,0,16,16,0,0,0,7,11,57,0,1
1004,2023-01-09,Eletronicos,20.9,0,6,6,0,44,38,0,7,19,58,0,1
1005,2023-01-09,Esporte,33.34,0,12,12,0,111,99,0,5,13,54,0,1
1006,2023-01-09,Infantil,200.87,0,7,7,0,80,73,0,4,11,47,0,1
1007,2023-01-09,Eletronicos,22.72,0,4,17,13,4,0,0,5,24,59,0,1
1008,2023-01-09,Esporte,177.57,0,9,9,0,55,46,0,6,19,55,0,1
1009,2023-01-09,Casa,68.58,1,0,25,25,0,0,0,6,14,55,0,1
1010,2023-01-09,Casa,174.55,1,9,9,0,97,88,0,6,21,46,0,1
1011,2023-01-09,Beleza,47.63,0,19,19,0,86,67,0,5,19,57,0,1
1012,2023-01-09,Eletronicos,23.1,0,12,12,0,32,20,0,5,26,42,0,1
1013,2023-01-09,Eletronicos,81.72,1,6,6,0,90,84,0,7,27,35,0,1
1014,2023-01-09,Beleza,145.25,0,11,11,0,12,1,0,5,12,49,0,1
1015,2023-01-09,Esporte,28.1,1,10,10,0,96,86,0,3,13,43,0,1
1016,2023-01-09,Esporte,31.36,1,20,20,0,121,101,0,2,28,48,0,1
1017,2023-01-09,Eletronicos,22.98,0,8,8,0,77,69,0,3,16,52,0,1
1018,2023-01-09,Casa,44.52,1,10,10,0,50,40,0,7,17,58,0,1
1019,2023-01-09,Esporte,102.92,0,6,6,0,54,48,0,3,25,55,0,1
1020,2023-01-09,Eletronicos,130.17,0,14,14,0,15,1,0,4,24,40,0,1
1021,2023-01-09,Casa,24.61,0,9,9,0,55,46,113,2,25,47,0,1
1022,2023-01-09,Eletronicos,83.9,0,5,5,0,80,75,0,5,23,37,0,1
1023,2023-01-09,Beleza,150.39,0,0,12,12,0,0,0,5,13,52,0,1
1024,2023-01-09,Infantil,70.63,0,5,5,0,51,46,0,5,19,44,0,1
1000,2023-01-10,Eletronicos,154.67,0,0,14,14,0,0,0,6,23,46,1,1
1001,2023-01-10,Infantil,74.81,1,9,9,0,55,46,117,6,25,53,1,1
1002,2023-01-10,Eletronicos,58.81,0,11,11,0,30,19,0,7,26,51,1,1
1003,2023-01-10,Infantil,60.55,0,16,16,0,120,104,0,7,11,57,1,1
1004,2023-01-10,Eletronicos,19.86,0,5,5,0,38,33,0,7,19,58,1,1
1005,2023-01-10,Esporte,33.36,0,14,14,0,99,85,0,5,13,54,1,1
1006,2023-01-10,Infantil,196.13,0,6,6,0,73,67,0,4,11,47,1,1
1007,2023-01-10,Eletronicos,24.46,1,20,20,0,96,76,0,5,24,59,1,1
1008,2023-01-10,Esporte,171.29,0,8,8,0,46,38,0,6,19,55,1,1
1009,2023-01-10,Casa,69.96,0,14,14,0,70,56,0,6,14,55,1,1
1010,2023-01-10,Casa,194.96,0,8,8,0,88,80,0,6,21,46,1,1
1011,2023-01-10,Beleza,49.4,0,15,15,0,67,52,104,5,19,57,1,1
1012,2023-01-10,Eletronicos,24.31,0,9,9,0,20,11,0,5,26,42,1,1
1013,2023-01-10,Eletronicos,84.06,0,4,4,0,84,80,0,7,27,35,1,1
1014,2023-01-10,Beleza,147.45,0,1,14,13,1,0,0,5,12,49,1,1
1015,2023-01-10,Esporte,28.16,0,6,6,0,86,80,0,3,13,43,1,1
1016,2023-01-10,Esporte,28.77,0,12,12,0,101,89,0,2,28,48,1,1
1017,2023-01-10,Eletronicos,21.95,0,9,9,0,69,60,0,3,16,52,1,1
1018,2023-01-10,Casa,43.79,0,6,6,0,40,34,0,7,17,58,1,1
1019,2023-01-10,Esporte,100.13,0,8,8,0,48,40,0,3,25,55,1,1
1020,2023-01-10,Eletronicos,131.74,0,13,13,0,115,102,0,4,24,40,1,1
1021,2023-01-10,Casa,23.92,0,7,7,0,46,39,0,2,25,47,1,1
1022,2023-01-10,Eletronicos,86.69,0,4,4,0,75,71,0,5,23,37,1,1
1023,2023-01-10,Beleza,144.68,0,14,14,0,76,62,0,5,13,52,1,1
1024,2023-01-10,Infantil,70.93,0,3,3,0,46,43,107,5,19,44,1,1
1000,2023-01-11,Eletronicos,156.97,0,0,13,13,0,0,0,6,23,46,2,1
1001,2023-01-11,Infantil,70.26,0,5,5,0,46,41,0,6,25,53,2,1
1002,2023-01-11,Eletronicos,58.54,0,10,10,0,19,9,0,7,26,51,2,1
1003,2023-01-11,Infantil,62.1,0,12,12,0,104,92,0,7,11,57,2,1
1004,2023-01-11,Eletronicos,20.05,0,5,5,0,33,28,0,7,19,58,2,1
1005,2023-01-11,Esporte,33.72,0,14,14,0,85,71,0,5,13,54,2,1
1006,2023-01-11,Infantil,198.26,0,8,8,0,67,59,0,4,11,47,2,1
1007,2023-01-11,Eletronicos,23.2,1,22,22,0,76,54,96,5,24,59,2,1
1008,2023-01-11,Esporte,169.59,0,9,9,0,38,29,0,6,19,55,2,1
1009,2023-01-11,Casa,68.21,0,17,17,0,56,39,70,6,14,55,2,1
1010,2023-01-11,Casa,190.83,0,5,5,0,80,75,0,6,21,46,2,1
1011,2023-01-11,Beleza,50.32,0,10,10,0,52,42,0,5,19,57,2,1
1012,2023-01-11,Eletronicos,21.99,0,10,10,0,11,1,0,5,26,42,2,1
1013,2023-01-11,Eletronicos,80.29,0,7,7,0,80,73,0,7,27,35,2,1
1014,2023-01-11,Beleza,142.81,0,13,13,0,100,87,0,5,12,49,2,1
1015,2023-01-11,Esporte,28.21,1,8,8,0,80,72,0,3,13,43,2,1
1016,2023-01-11,Esporte,31.61,0,14,14,0,89,75,0,2,28,48,2,1
1017,2023-01-11,Eletronicos,23.35,0,9,9,0,60,51,108,3,16,52,2,1
1018,2023-01-11,Casa,45.98,1,13,13,0,34,21,0,7,17,58,2,1
1019,2023-01-11,Esporte,104.06,0,9,9,0,137,128,0,3,25,55,2,1
1020,2023-01-11,Eletronicos,131.78,0,13,13,0,102,89,0,4,24,40,2,1
1021,2023-01-11,Casa,21.78,0,5,5,0,152,147,0,2,25,47,2,1
1022,2023-01-11,Eletronicos,82.23,0,5,5,0,71,66,0,5,23,37,2,1
1023,2023-01-11,Beleza,139.75,1,26,26,0,62,36,76,5,13,52,2,1
1024,2023-01-11,Infantil,72.31,0,4,4,0,43,39,0,5,19,44,2,1
1000,2023-01-12,Eletronicos,157.52,0,14,14,0,96,82,0,6,23,46,3,1
1001,2023-01-12,Infantil,73.68,0,6,6,0,41,35,0,6,25,53,3,1
1002,2023-01-12,Eletronicos,57.09,0,9,9,0,9,0,0,7,26,51,3,1
1003,2023-01-12,Infantil,64.43,1,17,17,0,92,75,0,7,11,57,3,1
1004,2023-01-12,Eletronicos,20.51,0,7,7,0,28,21,0,7,19,58,3,1
1005,2023-01-12,Esporte,32.33,0,17,17,0,71,54,111,5,13,54,3,1
1006,2023-01-12,Infantil,186.9,0,6,6,0,59,53,0,4,11,47,3,1
1007,2023-01-12,Eletronicos,23.69,0,16,16,0,54,38,0,5,24,59,3,1
1008,2023-01-12,Esporte,179.11,0,9,9,0,29,20,0,6,19,55,3,1
1009,2023-01-12,Casa,64.26,0,15,15,0,39,24,0,6,14,55,3,1
1010,2023-01-12,Casa,181.75,0,7,7,0,75,68,0,6,21,46,3,1
1011,2023-01-12,Beleza,52.2,0,14,14,0,42,28,0,5,19,57,3,1
1012,2023-01-12,Eletronicos,22.43,0,1,10,9,1,0,0,5,26,42,3,1
1013,2023-01-12,Eletronicos,82.01,0,5,5,0,73,68,0,7,27,35,3,1
1014,2023-01-12,Beleza,140.4,0,15,15,0,87,72,0,5,12,49,3,1
1015,2023-01-12,Esporte,28.15,1,9,9,0,72,63,0,3,13,43,3,1
1016,2023-01-12,Esporte,30.2,0,15,15,0,75,60,0,2,28,48,3,1
1017,2023-01-12,Eletronicos,22.1,0,8,8,0,51,43,0,3,16,52,3,1
1018,2023-01-12,Casa,42.5,0,7,7,0,21,14,0,7,17,58,3,1
1019,2023-01-12,Esporte,101.53,0,7,7,0,128,121,0,3,25,55,3,1
1020,2023-01-12,Eletronicos,133.08,0,13,13,0,89,76,0,4,24,40,3,1
1021,2023-01-12,Casa,24.17,0,7,7,0,147,140,0,2,25,47,3,1
1022,2023-01-12,Eletronicos,85.77,0,5,5,0,66,61,0,5,23,37,3,1
1023,2023-01-12,Beleza,144.78,0,14,14,0,36,22,0,5,13,52,3,1
1024,2023-01-12,Infantil,73.82,0,5,5,0,39,34,0,5,19,44,3,1
1000,2023-01-13,Eletronicos,153.15,0,16,16,0,82,66,0,6,23,46,4,1
1001,2023-01-13,Infantil,74.69,0,6,6,0,35,29,0,6,25,53,4,1
1002,2023-01-13,Eletronicos,57.83,0,0,11,11,0,0,0,7,26,51,4,1
1003,2023-01-13,Infantil,62.88,0,11,11,0,75,64,0,7,11,57,4,1
1004,2023-01-13,Eletronicos,20.25,0,6,6,0,132,126,0,7,19,58,4,1
1005,2023-01-13,Esporte,33.76,0,14,14,0,54,40,0,5,13,54,4,1
1006,2023-01-13,Infantil,189.86,0,4,4,0,53,49,0,4,11,47,4,1
1007,2023-01-13,Eletronicos,24.39,0,16,16,0,38,22,0,5,24,59,4,1
1008,2023-01-13,Esporte,175.87,0,8,8,0,20,12,0,6,19,55,4,1
1009,2023-01-13,Casa,70.02,0,17,17,0,24,7,0,6,14,55,4,1
1010,2023-01-13,Casa,180.86,1,8,8,0,68,60,0,6,21,46,4,1
1011,2023-01-13,Beleza,50.21,0,14,14,0,28,14,0,5,19,57,4,1
